date,campaign,channel,category,region,customer_segment,device,impressions,clicks,conversions,new_customers,returning_customers,cost,revenue,ctr,conversion_rate,cpc,roas,profit
2026-07-26,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,63025,5342,187,101,86,1602.13,201174.01,8.48,3.5,0.3,125.57,199571.88
2026-07-26,Festive Offers,Google Ads,E-commerce,North,Small Business,Mobile,36146,2574,68,36,32,3316.72,104150.79,7.12,2.64,1.29,31.4,100834.07
2026-07-26,Brand Awareness,Facebook,Retail,West,Small Business,Desktop,22318,1090,69,33,36,1440.93,122374.08,4.88,6.33,1.32,84.93,120933.15
2026-07-26,Product Launch,Instagram,Technology,South,High Value,Tablet,80690,6265,229,119,110,1373.31,223403.11,7.76,3.66,0.22,162.67,222029.8
2026-07-26,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Tablet,28042,1985,95,62,33,830.19,111544.22,7.08,4.79,0.42,134.36,110714.03
2026-07-27,Summer Sale,Facebook,Retail,North,High Value,Tablet,54960,3213,301,171,130,4764.8,258902.62,5.85,9.37,1.48,54.34,254137.82
2026-07-27,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,98273,4326,376,145,231,4064.99,500278.52,4.4,8.69,0.94,123.07,496213.53
2026-07-27,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,44093,1476,88,65,23,886.92,44163.31,3.35,5.96,0.6,49.79,43276.39
2026-07-27,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Mobile,41608,1927,98,62,36,4323.25,87361.01,4.63,5.09,2.24,20.21,83037.76
2026-07-27,Festive Offers,Google Ads,E-commerce,North,New Customers,Tablet,36153,2385,59,38,21,4535.13,52401.38,6.6,2.47,1.9,11.55,47866.25
2026-07-27,Brand Awareness,Facebook,Retail,West,New Customers,Mobile,65457,4480,122,54,68,3670.14,266296.09,6.84,2.72,0.82,72.56,262625.95
2026-07-27,Product Launch,Instagram,Technology,South,Small Business,Tablet,88781,3073,269,153,116,4756.54,138543.38,3.46,8.75,1.55,29.13,133786.84
2026-07-27,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Mobile,43642,1885,204,140,64,1110.9,221817.51,4.32,10.82,0.59,199.67,220706.61
2026-07-28,Summer Sale,Facebook,Retail,North,Small Business,Tablet,45684,1358,97,64,33,1273.9,158724.13,2.97,7.14,0.94,124.6,157450.23
2026-07-28,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,106297,8915,792,566,226,5928.52,1057380.97,8.39,8.88,0.67,178.35,1051452.45
2026-07-28,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,27382,1071,77,33,44,3992.97,61966.76,3.91,7.19,3.73,15.52,57973.79
2026-07-28,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Tablet,70682,3610,152,91,61,1832.82,174102.06,5.11,4.21,0.51,94.99,172269.24
2026-07-28,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,72754,4663,426,186,240,2581.5,830711.73,6.41,9.14,0.55,321.79,828130.23
2026-07-28,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,20680,1724,184,98,86,1941.75,300204.97,8.34,10.67,1.13,154.61,298263.22
2026-07-28,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,62012,2056,158,68,90,3128.03,212719.55,3.32,7.68,1.52,68.0,209591.52
2026-07-28,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Mobile,64046,4055,447,308,139,918.38,688375.17,6.33,11.02,0.23,749.55,687456.79
2026-07-29,Summer Sale,Facebook,Retail,North,New Customers,Tablet,60916,2491,126,57,69,3415.87,128574.97,4.09,5.06,1.37,37.64,125159.1
2026-07-29,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,85911,2421,138,60,78,5414.59,104567.71,2.82,5.7,2.24,19.31,99153.12
2026-07-29,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,23084,1233,35,25,10,1909.61,76681.71,5.34,2.84,1.55,40.16,74772.1
2026-07-29,B2B Lead Generation,LinkedIn,B2B,West,High Value,Mobile,24904,1085,74,29,45,3802.55,137242.65,4.36,6.82,3.5,36.09,133440.1
2026-07-29,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,74457,5748,625,257,368,1397.66,909387.66,7.72,10.87,0.24,650.65,907990.0
2026-07-29,Brand Awareness,Facebook,Retail,West,High Value,Tablet,59813,4784,326,167,159,988.92,477164.52,8.0,6.81,0.21,482.51,476175.6
2026-07-29,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,93924,7278,371,135,236,1601.69,365932.38,7.75,5.1,0.22,228.47,364330.69
2026-07-29,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Tablet,27069,1748,67,25,42,925.91,45672.18,6.46,3.83,0.53,49.33,44746.27
2026-07-30,Summer Sale,Facebook,Retail,North,Small Business,Mobile,82515,2293,222,108,114,5085.99,487199.31,2.78,9.68,2.22,95.79,482113.32
2026-07-30,Search Growth,Google Ads,E-commerce,South,Returning Customers,Tablet,49157,2565,272,121,151,5666.29,346892.94,5.22,10.6,2.21,61.22,341226.65
2026-07-30,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,70860,3471,307,171,136,2489.97,395220.6,4.9,8.84,0.72,158.73,392730.63
2026-07-30,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,58543,4897,329,132,197,1874.49,363145.02,8.36,6.72,0.38,193.73,361270.53
2026-07-30,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,87397,4428,181,81,100,2717.17,332815.75,5.07,4.09,0.61,122.49,330098.58
2026-07-30,Brand Awareness,Facebook,Retail,West,New Customers,Desktop,54802,4333,341,199,142,1467.18,359189.23,7.91,7.87,0.34,244.82,357722.05
2026-07-30,Product Launch,Instagram,Technology,South,New Customers,Tablet,45059,2334,178,67,111,2181.52,270876.78,5.18,7.63,0.93,124.17,268695.26
2026-07-30,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,30183,2211,109,51,58,2703.64,127263.17,7.33,4.93,1.22,47.07,124559.53
2026-07-31,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,29161,1143,127,46,81,5136.64,208679.99,3.92,11.11,4.49,40.63,203543.35
2026-07-31,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,33534,2122,95,44,51,2407.13,172281.78,6.33,4.48,1.13,71.57,169874.65
2026-07-31,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,30312,1563,130,55,75,4627.12,83708.0,5.16,8.32,2.96,18.09,79080.88
2026-07-31,B2B Lead Generation,LinkedIn,B2B,West,High Value,Tablet,43788,2051,145,74,71,4108.64,203516.26,4.68,7.07,2.0,49.53,199407.62
2026-07-31,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,52201,4224,306,169,137,3585.73,631411.9,8.09,7.24,0.85,176.09,627826.17
2026-07-31,Brand Awareness,Facebook,Retail,West,New Customers,Desktop,43092,1781,155,98,57,3090.87,127891.2,4.13,8.7,1.74,41.38,124800.33
2026-07-31,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,37928,958,64,33,31,801.99,37199.83,2.53,6.68,0.84,46.38,36397.84
2026-07-31,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,15857,658,57,40,17,1636.02,125165.45,4.15,8.66,2.49,76.51,123529.43
2026-08-01,Summer Sale,Facebook,Retail,North,Small Business,Desktop,53802,4147,229,142,87,5157.67,157885.34,7.71,5.52,1.24,30.61,152727.67
2026-08-01,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,69971,1819,92,38,54,7135.88,92248.87,2.6,5.06,3.92,12.93,85112.99
2026-08-01,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,46067,3480,337,124,213,2657.05,274746.68,7.55,9.68,0.76,103.4,272089.63
2026-08-01,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,39757,2937,277,145,132,2129.03,412932.12,7.39,9.43,0.72,193.95,410803.09
2026-08-01,Festive Offers,Google Ads,E-commerce,North,High Value,Mobile,32669,2151,157,55,102,5997.17,188250.74,6.58,7.3,2.79,31.39,182253.57
2026-08-01,Brand Awareness,Facebook,Retail,West,Returning Customers,Desktop,29455,1621,123,56,67,3016.3,209157.34,5.5,7.59,1.86,69.34,206141.04
2026-08-01,Product Launch,Instagram,Technology,South,High Value,Tablet,47482,2358,149,99,50,1714.72,174997.21,4.97,6.32,0.73,102.06,173282.49
2026-08-01,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,62379,3781,202,97,105,2981.24,352541.68,6.06,5.34,0.79,118.25,349560.44
2026-08-02,Summer Sale,Facebook,Retail,North,New Customers,Desktop,97710,2505,91,47,44,1738.61,180919.45,2.56,3.63,0.69,104.06,179180.84
2026-08-02,Search Growth,Google Ads,E-commerce,South,Returning Customers,Mobile,48085,2440,152,93,59,2898.47,105081.29,5.07,6.23,1.19,36.25,102182.82
2026-08-02,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,67532,2505,236,90,146,4338.47,157959.64,3.71,9.42,1.73,36.41,153621.17
2026-08-02,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,68973,3640,308,170,138,649.32,288824.79,5.28,8.46,0.18,444.81,288175.47
2026-08-02,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,41769,2986,262,116,146,1441.29,252412.52,7.15,8.77,0.48,175.13,250971.23
2026-08-02,Brand Awareness,Facebook,Retail,West,High Value,Desktop,43370,2737,181,105,76,1686.4,301869.6,6.31,6.61,0.62,179.0,300183.2
2026-08-02,Product Launch,Instagram,Technology,South,High Value,Tablet,40586,1555,139,56,83,2816.0,150963.55,3.83,8.94,1.81,53.61,148147.55
2026-08-02,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Tablet,44821,2741,157,61,96,3620.46,302939.56,6.12,5.73,1.32,83.67,299319.1
2026-08-03,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,93852,7975,369,168,201,2455.82,451540.14,8.5,4.63,0.31,183.87,449084.32
2026-08-03,Search Growth,Google Ads,E-commerce,South,High Value,Desktop,90313,4863,223,148,75,4226.3,447199.43,5.38,4.59,0.87,105.81,442973.13
2026-08-03,Creator Campaign,Instagram,Retail,East,Returning Customers,Desktop,59319,2123,230,161,69,3903.36,333795.73,3.58,10.83,1.84,85.51,329892.37
2026-08-03,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,19300,1272,57,28,29,1023.02,72094.45,6.59,4.48,0.8,70.47,71071.43
2026-08-03,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,92455,6831,656,336,320,4491.94,1351819.74,7.39,9.6,0.66,300.94,1347327.8
2026-08-03,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,39802,1379,70,34,36,4430.63,89611.81,3.46,5.08,3.21,20.23,85181.18
2026-08-03,Product Launch,Instagram,Technology,South,Returning Customers,Mobile,70644,4803,250,166,84,4770.74,388032.15,6.8,5.21,0.99,81.34,383261.41
2026-08-03,Enterprise Outreach,LinkedIn,B2B,East,High Value,Mobile,25363,1594,63,37,26,1834.67,108210.7,6.28,3.95,1.15,58.98,106376.03
2026-08-04,Summer Sale,Facebook,Retail,North,Small Business,Mobile,53878,1519,123,82,41,6506.81,169756.39,2.82,8.1,4.28,26.09,163249.58
2026-08-04,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,80511,5795,505,326,179,5423.54,428578.1,7.2,8.71,0.94,79.02,423154.56
2026-08-04,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,76797,2969,140,69,71,4580.55,122531.54,3.87,4.72,1.54,26.75,117950.99
2026-08-04,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Mobile,54878,1894,75,33,42,2427.62,65735.2,3.45,3.96,1.28,27.08,63307.58
2026-08-04,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,18263,805,22,8,14,4234.21,34026.22,4.41,2.73,5.26,8.04,29792.01
2026-08-04,Brand Awareness,Facebook,Retail,West,Small Business,Tablet,34900,2700,216,93,123,2409.73,273008.53,7.74,8.0,0.89,113.29,270598.8
2026-08-04,Product Launch,Instagram,Technology,South,Small Business,Mobile,41416,3298,152,71,81,2410.71,111125.66,7.96,4.61,0.73,46.1,108714.95
2026-08-04,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,29970,1887,81,28,53,3834.83,51064.35,6.3,4.29,2.03,13.32,47229.52
2026-08-05,Summer Sale,Facebook,Retail,North,High Value,Tablet,42064,1948,158,85,73,2127.61,117659.74,4.63,8.11,1.09,55.3,115532.13
2026-08-05,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,56010,3467,158,65,93,5240.77,283137.21,6.19,4.56,1.51,54.03,277896.44
2026-08-05,Creator Campaign,Instagram,Retail,East,Returning Customers,Desktop,60827,4345,377,167,210,3865.58,435423.25,7.14,8.68,0.89,112.64,431557.67
2026-08-05,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,43906,1636,153,84,69,1316.35,146835.74,3.73,9.35,0.8,111.55,145519.39
2026-08-05,Festive Offers,Google Ads,E-commerce,North,High Value,Mobile,59527,3050,342,205,137,5441.44,680049.4,5.12,11.21,1.78,124.98,674607.96
2026-08-05,Brand Awareness,Facebook,Retail,West,New Customers,Mobile,56362,3469,230,82,148,2021.5,341781.16,6.15,6.63,0.58,169.07,339759.66
2026-08-05,Product Launch,Instagram,Technology,South,Small Business,Tablet,86644,2407,180,127,53,4017.14,143423.94,2.78,7.48,1.67,35.7,139406.8
2026-08-05,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,21942,1713,166,79,87,1391.67,118491.18,7.81,9.69,0.81,85.14,117099.51
2026-08-06,Summer Sale,Facebook,Retail,North,New Customers,Tablet,55873,4745,222,164,58,5624.46,161717.24,8.49,4.68,1.19,28.75,156092.78
2026-08-06,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,43083,2167,169,77,92,1724.45,317624.53,5.03,7.8,0.8,184.19,315900.08
2026-08-06,Creator Campaign,Instagram,Retail,East,High Value,Desktop,64363,3936,119,56,63,1433.9,87118.28,6.12,3.02,0.36,60.76,85684.38
2026-08-06,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,20694,1662,122,56,66,2954.53,131223.73,8.03,7.34,1.78,44.41,128269.2
2026-08-06,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Desktop,49769,2270,154,67,87,3596.65,334572.63,4.56,6.78,1.58,93.02,330975.98
2026-08-06,Brand Awareness,Facebook,Retail,West,Returning Customers,Desktop,46438,1577,91,53,38,3728.78,68733.1,3.4,5.77,2.36,18.43,65004.32
2026-08-06,Product Launch,Instagram,Technology,South,New Customers,Tablet,46182,3740,240,173,67,4909.13,282851.67,8.1,6.42,1.31,57.62,277942.54
2026-08-06,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,27588,1372,133,99,34,1762.2,144654.11,4.97,9.69,1.28,82.09,142891.91
2026-08-07,Summer Sale,Facebook,Retail,North,High Value,Tablet,19342,1230,127,59,68,5804.11,182333.68,6.36,10.33,4.72,31.41,176529.57
2026-08-07,Search Growth,Google Ads,E-commerce,South,High Value,Desktop,22558,1395,144,66,78,3864.5,106305.95,6.18,10.32,2.77,27.51,102441.45
2026-08-07,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,63161,2229,185,73,112,4100.36,386295.38,3.53,8.3,1.84,94.21,382195.02
2026-08-07,B2B Lead Generation,LinkedIn,B2B,West,High Value,Mobile,67583,4128,403,241,162,766.49,538310.99,6.11,9.76,0.19,702.31,537544.5
2026-08-07,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,26432,1539,119,51,68,1036.08,145072.08,5.82,7.73,0.67,140.02,144036.0
2026-08-07,Brand Awareness,Facebook,Retail,West,Returning Customers,Tablet,75376,6301,336,181,155,1386.8,280268.44,8.36,5.33,0.22,202.1,278881.64
2026-08-07,Product Launch,Instagram,Technology,South,High Value,Mobile,96754,2740,78,46,32,1970.62,150138.28,2.83,2.85,0.72,76.19,148167.66
2026-08-07,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Desktop,42915,1894,214,151,63,1717.24,408986.68,4.41,11.3,0.91,238.17,407269.44
2026-08-08,Summer Sale,Facebook,Retail,North,Small Business,Mobile,70516,2934,256,111,145,1346.67,327522.53,4.16,8.73,0.46,243.21,326175.86
2026-08-08,Search Growth,Google Ads,E-commerce,South,Small Business,Tablet,26604,671,37,17,20,4765.16,46126.17,2.52,5.51,7.1,9.68,41361.01
2026-08-08,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,48863,1589,102,50,52,3623.74,176828.11,3.25,6.42,2.28,48.8,173204.37
2026-08-08,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,56776,1842,104,71,33,3311.1,160674.27,3.24,5.65,1.8,48.53,157363.17
2026-08-08,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,81355,2270,98,55,43,828.64,130572.07,2.79,4.32,0.37,157.57,129743.43
2026-08-08,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,57906,2784,70,48,22,3541.21,38150.66,4.81,2.51,1.27,10.77,34609.45
2026-08-08,Product Launch,Instagram,Technology,South,High Value,Mobile,76626,6030,478,190,288,3982.44,785267.47,7.87,7.93,0.66,197.18,781285.03
2026-08-08,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,49214,3829,450,293,157,2119.99,473797.57,7.78,11.75,0.55,223.49,471677.58
2026-08-09,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,107364,3793,156,55,101,3484.86,116643.96,3.53,4.11,0.92,33.47,113159.1
2026-08-09,Search Growth,Google Ads,E-commerce,South,New Customers,Tablet,25523,2062,65,29,36,1419.21,80572.69,8.08,3.15,0.69,56.77,79153.48
2026-08-09,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,68554,3378,228,106,122,2375.52,117708.58,4.93,6.75,0.7,49.55,115333.06
2026-08-09,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,19360,602,47,25,22,939.26,29616.1,3.11,7.81,1.56,31.53,28676.84
2026-08-09,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,97937,2474,107,76,31,2107.13,197996.52,2.53,4.32,0.85,93.97,195889.39
2026-08-09,Brand Awareness,Facebook,Retail,West,High Value,Desktop,40900,2016,186,73,113,3338.3,143637.63,4.93,9.23,1.66,43.03,140299.33
2026-08-09,Product Launch,Instagram,Technology,South,High Value,Tablet,69074,2301,121,64,57,2385.38,109779.89,3.33,5.26,1.04,46.02,107394.51
2026-08-09,Enterprise Outreach,LinkedIn,B2B,East,High Value,Mobile,47984,2666,117,63,54,895.58,220927.98,5.56,4.39,0.34,246.69,220032.4
2026-08-10,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,53038,3884,374,194,180,5884.7,562366.48,7.32,9.63,1.52,95.56,556481.78
2026-08-10,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,63445,2324,201,141,60,4736.25,144923.56,3.66,8.65,2.04,30.6,140187.31
2026-08-10,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,32518,1452,156,114,42,4846.32,204078.77,4.47,10.74,3.34,42.11,199232.45
2026-08-10,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,64514,4807,512,297,215,2026.4,908196.17,7.45,10.65,0.42,448.18,906169.77
2026-08-10,Festive Offers,Google Ads,E-commerce,North,New Customers,Tablet,81295,5599,649,325,324,2475.7,1412082.72,6.89,11.59,0.44,570.38,1409607.02
2026-08-10,Brand Awareness,Facebook,Retail,West,High Value,Mobile,26981,856,85,50,35,3026.85,83935.78,3.17,9.93,3.54,27.73,80908.93
2026-08-10,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,68774,5279,467,348,119,4795.48,687010.1,7.68,8.85,0.91,143.26,682214.62
2026-08-10,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,24828,1011,34,21,13,2519.47,51794.87,4.07,3.36,2.49,20.56,49275.4
